usgs_id,usgs_mag,event_at,solaration_year,solar_secs,lunar_secs,midnight_secs,latitude,longitude,depth
iscgem604452697,6.12,2014-04-12T05:24:23Z,2014,9634402,1075182,56724,-7.024,155.256,18.2
iscgem604513902,6.02,2014-04-12T20:24:45Z,2014,9688424,1129204,26019,-11.357,162.229,25.0
iscgem604453083,7.44,2014-04-13T12:36:17Z,2014,9746716,1187496,84251,-11.437,161.977,25.0
iscgem604513918,6.63,2014-04-13T13:25:02Z,2014,9749641,1190421,786,-11.114,162.017,24.0
iscgem604513952,6.59,2014-04-19T01:04:04Z,2014,10223583,1664363,41073,-6.656,155.124,35.8
iscgem604513967,6.18,2014-04-20T00:15:57Z,2014,10307096,1747876,38243,-7.083,155.359,20.5
iscgem604583685,6.19,2014-05-14T20:56:15Z,2014,12455114,1348914,23767,6.379,144.969,21.8
iscgem604785666,6.48,2014-06-23T19:21:47Z,2014,15905446,2248893,27113,-30.106,-177.475,20.0
iscgem604760168,6.69,2014-06-23T20:06:19Z,2014,15908118,2251565,29786,-30.033,-177.473,20.0
iscgem604760177,6.21,2014-06-23T21:11:41Z,2014,15912040,2255487,32731,51.955,178.461,112.2
iscgem606918380,6.08,2014-06-23T21:30:46Z,2014,15913185,2256632,33867,51.945,178.423,108.7
iscgem604785689,6.34,2014-06-23T22:20:05Z,2014,15916144,2259591,37881,-29.971,-177.186,15.0
iscgem610146243,6.2,2014-06-23T22:29:52Z,2014,15916731,2260178,37447,51.96,178.565,110.6
iscgem604785796,6.01,2014-06-29T14:32:50Z,2014,16406509,195861,45611,-55.416,-28.163,14.4
iscgem609548669,6.43,2014-06-29T15:52:26Z,2014,16411285,200637,15036,-15.027,-175.462,15.0
iscgem610572980,6.56,2014-10-09T02:32:06Z,2014,25176065,1282699,68903,-32.165,-110.932,10.0
iscgem610573832,6.04,2014-11-15T02:34:58Z,2014,28373037,1917498,39595,1.702,126.241,35.0
iscgem611020873,6.01,2015-03-30T07:56:54Z,2015,8499232,858042,73493,-15.468,-173.006,17.8
iscgem606950944,6.3,2015-03-30T08:18:01Z,2015,8500499,859309,74777,-15.394,-172.934,14.5
iscgem610587762,6.03,2015-04-20T12:00:00Z,2015,10328218,147788,72611,24.025,122.548,32.4
iscgem607260065,6.66,2015-04-25T06:45:22Z,2015,10741340,560910,44680,28.137,84.827,21.0
iscgem610587977,6.61,2015-04-30T10:45:04Z,2015,11187722,1007292,75133,-5.345,151.788,50.8
iscgem609816808,6.13,2015-05-12T07:36:53Z,2015,12213231,2032801,48088,27.543,86.148,13.0
iscgem607261306,6.86,2015-05-22T23:59:35Z,2015,13136193,416780,39139,-11.204,163.185,17.1
iscgem607743104,6.18,2015-09-16T23:03:56Z,2015,23241654,318160,65780,-31.736,-71.902,25.0
iscgem608098025,6.23,2015-09-16T23:16:07Z,2015,23242385,318891,66493,-31.661,-71.978,25.0
iscgem610637518,7.1,2015-09-16T23:18:42Z,2015,23242540,319046,66742,-31.549,-71.584,35.7
iscgem610637528,6.44,2015-09-17T01:41:06Z,2015,23251084,327590,75272,-31.075,-71.645,35.0
iscgem608098144,6.48,2015-09-17T03:55:16Z,2015,23259134,335640,83354,-31.392,-71.51,35.0
iscgem607743131,6.76,2015-09-17T04:10:28Z,2015,23260046,336552,84213,-31.524,-71.731,25.0
iscgem611836705,6.1,2015-09-21T05:39:34Z,2015,23610992,687498,3202,-31.613,-71.552,31.2
iscgem610433581,6.05,2015-09-22T07:13:00Z,2015,23702998,779504,8904,-31.448,-71.153,60.1
iscgem611838313,6.79,2015-11-11T02:46:20Z,2015,28006998,2515237,79100,-29.518,-72.004,10.0
iscgem612296714,7.55,2015-11-24T22:45:37Z,2015,29202155,1141108,64911,-10.602,-70.945,603.6
iscgem611839145,6.64,2016-04-07T03:32:54Z,2016,9240297,2511504,52779,-13.92,166.69,41.1
iscgem611829637,6.04,2016-04-20T08:33:45Z,2016,10381548,1113005,11559,0.652,-80.275,10.0
iscgem611829810,6.7,2016-05-18T07:57:03Z,2016,12798546,995252,9454,0.428,-79.873,32.1
iscgem615033176,6.27,2016-11-13T11:32:07Z,2016,28277050,1187636,83203,-42.279,173.652,15.0
iscgem609838923,6.55,2016-12-08T21:56:08Z,2016,30474491,812274,31310,-10.774,161.426,21.5
iscgem611831259,6.91,2016-12-09T19:10:07Z,2016,30550930,888713,21260,-10.797,161.055,18.3
iscgem615092301,6.02,2017-01-03T22:40:13Z,2017,1166162,488821,37480,-19.199,176.116,19.0
iscgem611833705,6.19,2017-05-01T12:31:55Z,2017,11324864,432947,12304,59.875,-136.713,10.9
iscgem611834365,6.33,2017-07-17T11:05:09Z,2017,17972458,2018066,80379,54.571,168.629,13.3
iscgem614999396,6.02,2017-11-01T00:09:31Z,2017,27177920,1054648,41154,-21.7,169.097,23.1
iscgem611573912,6.52,2017-11-01T02:23:57Z,2017,27185986,1062714,49195,-21.463,168.994,16.7
iscgem614999538,6.26,2017-11-19T09:25:48Z,2017,28766497,78220,74453,-21.58,168.773,24.9
iscgem614999540,6.47,2017-11-19T15:09:03Z,2017,28787092,98815,8627,-21.531,168.687,20.8
iscgem611474084,6.06,2017-11-20T00:09:25Z,2017,28819514,131237,41077,-21.491,168.802,21.4
iscgem616640692,6.28,2017-12-08T09:51:08Z,2017,30409617,1721340,69113,10.017,140.189,15.0
iscgem615353083,6.0,2017-12-12T08:43:18Z,2017,30751147,2062870,45147,30.674,57.291,13.6
iscgem611722806,6.23,2018-02-26T15:18:00Z,2018,5784603,929567,3054,-6.474,143.229,20.0
iscgem616641627,6.01,2018-08-12T21:15:02Z,2018,20234825,127037,41846,69.531,-144.403,12.3
iscgem612533099,6.01,2018-08-16T18:21:31Z,2018,20570014,462226,14132,23.388,143.506,15.4
iscgem612543157,6.54,2018-08-19T00:23:04Z,2018,20764507,656719,45151,-18.523,-177.641,568.2
iscgem612543144,6.28,2018-08-19T04:10:21Z,2018,20778144,670356,42995,-8.303,116.562,15.0
iscgem616329797,6.06,2018-09-28T07:00:02Z,2018,24244325,1601914,53966,-0.345,119.852,25.4
iscgem613449576,6.2,2018-10-10T20:45:25Z,2018,25330648,147514,24641,-5.713,151.318,41.7
iscgem615091201,6.1,2018-10-10T20:59:04Z,2018,25331467,148333,25409,-5.852,151.105,68.2
iscgem615435921,6.01,2018-10-10T21:13:16Z,2018,25332319,149185,26260,-5.936,151.1,47.8
iscgem613503541,6.31,2018-10-16T00:28:12Z,2018,25776015,592881,42425,-21.716,169.722,19.8
iscgem613510732,6.49,2018-10-22T05:39:37Z,2018,26313100,1129966,75667,49.007,-129.625,5.0
iscgem613510731,6.46,2018-10-22T06:22:46Z,2018,26315689,1132555,78224,49.131,-129.759,5.0
iscgem614401519,6.05,2018-11-30T17:35:35Z,2018,29725658,1992812,27342,61.276,-149.971,55.0
iscgem616639832,6.04,2018-12-05T04:14:36Z,2018,30109599,2376753,55948,-21.984,169.467,19.9
iscgem614405114,6.69,2018-12-05T06:43:05Z,2018,30118508,2385662,64959,-22.053,169.894,7.1
iscgem614578192,6.09,2019-01-21T23:59:23Z,2019,2684198,1377071,28544,-10.232,119.089,28.4
iscgem614610371,6.14,2019-02-02T09:27:35Z,2019,3668690,2361563,58097,-2.765,100.175,17.5
iscgem616744097,6.07,2019-05-19T14:27:11Z,2019,12845066,1266101,6390,-21.621,169.83,20.0
iscgem615738796,6.36,2019-05-19T14:56:50Z,2019,12846845,1267880,8149,-21.569,169.746,30.4
iscgem616173310,6.34,2019-06-16T05:17:15Z,2019,15231270,1106118,62726,-31.146,-177.958,31.6
iscgem615973484,6.36,2019-06-26T02:18:07Z,2019,16084522,1959370,47670,56.153,164.097,8.0
iscgem617435034,6.0,2019-11-14T18:45:41Z,2019,28326176,1523233,11478,1.448,126.407,44.8
iscgem616781392,6.08,2019-11-14T21:12:56Z,2019,28335011,1532068,20304,1.568,126.367,38.1
iscgem617001523,6.01,2019-12-23T19:49:43Z,2020,142216,2349847,40208,50.427,-129.898,10.0
iscgem618688907,6.49,2020-07-22T06:16:17Z,2020,18410210,132199,70809,54.954,-159.034,10.0
iscgem618688606,6.49,2020-07-22T08:13:29Z,2020,18417242,139231,77759,55.226,-159.378,37.8
iscgem618740201,6.68,2020-08-18T22:23:59Z,2020,20801072,2523061,18518,-4.296,101.166,18.9
iscgem618938658,6.29,2020-09-01T04:30:04Z,2020,21946237,1129704,85528,-28.053,-71.153,28.2
iscgem618947023,6.42,2020-09-01T21:09:19Z,2020,22006192,1189659,59041,-27.947,-71.327,23.6
iscgem619829144,6.12,2021-02-10T13:02:01Z,2021,4417180,2448110,1728,-22.857,171.699,28.1
iscgem619829151,6.41,2021-02-10T16:35:24Z,2021,4429983,2460913,14430,-22.812,171.279,28.2
iscgem619829135,6.28,2021-02-10T18:36:41Z,2021,4437260,2468190,21714,-22.789,171.306,19.7
iscgem619829240,6.38,2021-02-10T21:24:01Z,2021,4447300,2478230,31825,-23.231,171.6,22.4
iscgem619831341,6.06,2021-02-11T06:52:33Z,2021,4481412,2512342,66003,-23.175,171.877,21.1
iscgem619918421,7.44,2021-03-04T17:41:26Z,2021,6334745,1809345,21006,-29.677,-177.837,58.8
iscgem619952997,6.09,2021-03-04T20:25:07Z,2021,6344566,1819166,31061,-28.574,-176.862,13.1
iscgem619918451,6.37,2021-03-05T02:30:37Z,2021,6366496,1841096,53091,-28.785,-176.444,23.4
iscgem619918473,6.01,2021-03-05T08:13:46Z,2021,6387085,1861685,73612,-29.492,-176.727,19.1
iscgem622433317,6.36,2021-03-05T14:24:53Z,2021,6409352,1883952,9513,-29.067,-176.585,15.6
iscgem620360466,6.1,2021-03-06T07:16:37Z,2021,6470056,1944656,69909,-28.509,-177.867,15.6
iscgem620360478,6.15,2021-03-06T10:34:49Z,2021,6481948,1956548,81833,-28.458,-177.736,18.3
iscgem620360488,6.16,2021-03-06T13:12:08Z,2021,6491387,1965987,4907,-28.326,-177.59,29.3
iscgem622450816,6.44,2021-07-29T06:19:21Z,2021,18994620,1659763,71209,54.998,-158.136,2.3
iscgem620984038,6.47,2021-07-29T06:23:30Z,2021,18994869,1660012,71621,55.438,-157.455,39.4
iscgem620930453,6.03,2021-08-03T03:42:09Z,2021,19417188,2082331,35898,8.804,94.039,21.2
iscgem621237435,7.67,2021-08-12T18:32:54Z,2021,20248233,362565,60686,-57.632,-25.367,46.0
iscgem621237485,6.09,2021-08-13T10:34:31Z,2021,20305930,420262,31464,-60.469,-27.53,26.8
iscgem620999428,6.69,2021-08-22T00:45:09Z,2021,21048168,1162500,83257,-60.163,-24.386,13.7
iscgem621403058,6.06,2021-11-14T12:07:04Z,2021,28346683,831147,57084,27.669,56.084,17.6
